title, description, features, location, date_listed,price
3 Bhk & 4 Bhk Ultra Luxurious Flat Near Diamond Bourse & Metro Train,"3 Bhk & 4 Bhk Ultra Luxurious Flat Near Diamond Bourse & Metro Train Althan Bhimrad Cenal Road   0%   Brokerage   Amenities Large Garden Children Play Area Fire Fighting System Indior Game Multi-Purpose Court Grand Entrance Terrace Garden Fountain Generator Set Banquet Hall Jogging Track (Approx 450 MT.J Car Wash Area Intercom System  Unit Specifications  FLOORING ≈ Granamite Tiles/Vitrified Tiles ≈ Kota Stone Flooring in Wash With Tiles Dado (Up To Seal Level)  WINDOW  ≈ Anodizing Aluminum Section With Reflective/Sun Glass  BATHROOM ≈ Vitrified/Ceramic Tiles In Floor & Wall (Up To Lintel Level) With Standard Sanitary in All Bathroom.  KITCHEN ≈ L Shaped Granite Platform With S.S. Sink ≈ Designer Tiles Up To Lintel Level. ≈ Wash Basin In Common Area With Tiles Dado. ≈ Granamite / Kota Stone Rack With Tiles Dado in Store  DOOR ≈ Decorative Pinewood Main Door With Designer Laminate Along With Handle And Safety Lock ≈ Pinewood Flush Doors With Granite/Marble/Wooden Frame And Hardware Fittings  ENAMEL ≈ Well Finished Putty On Internal Walls In Flat ≈ Texture On External Wall Of The Building ≈ Water Paint Color In Common Areas.  PARKING ≈ Two Wheeler & Four Wheeler Parking On Ground & Basement. (Double Basement). ≈ 2 Cars Allotted Parking. ≈ No Parking Surrounding Ground Area.  PLUMBING ≈ CPVC/UPVC Plumbing & Drainage Piping ≈ Provision For Central Plumbing System For Hot Water In Each Flat.  ELECTRIFICATION ≈ Modular Switches. ≈ Concealed Circuit Wiring. ≈ M.C.B. In Individual Flat For Safety. ≈ Two Way Light & Fan Points. ≈ A.C. Points in Flats. ≈ Sufficient Points For T.V., Freeze, Washing Machine Etc.  HEIGHT Basement: 11 Feet. Ground Floor to 13 Floor: 10.30 Feet  Campus Features LIFT Two Automatic Lifts of Standard Company Each Building.  GENERATOR FACILITY Branded Silent Generator.  COMPOUND WALL Well Designed Compound Wall Around The Campus.  ROAD Well Designed Paver Block/RCC Road/ Stone Flooring  WATER TANK Common Underground (SMC) Water Tank & Overhead (SMC & Boing) Water Tank In Each Building.  TERRACE Terrace Slab With Roda Water Proofing And China Mosaic Water Proofing.  GARDEN Garden In C.O.P.  CONSTRUCTION Bricks Masonry. Use Sweet Water In Construction & Curing.  Safe Heaven Home TITLE Loanable Clear Title. Lift Licence. Registered Sale Deed For Individual Members Fire N.O.C. Building Use Permission Airport N.O.C. Environmental Clearance Approved. Rera Registered Project  The Strategic Location of Grandeur  Enjoy connectivity to all important places that add to your lifestyle and sustenance in more ways than one!  Schools Walking distance Brts Stand 0.50 km. Restaurants 0.50 km. Temple 0.50 km. Colleges 1.00 km. Garden 1.00 km. Hospitals 1.00 km. Malls 1.00 km. Diamond Bourse 4.00 km. Multiplexes 4.50 km. Airport 7.00 km. Textile Market 7.00 km.",3 Bds - 3 Ba - 1770 ft2,"Althan, Surat, Gujarat, India",2022-06-26T11:54:50+0000,"₹ 80,00,000"
Ro house sale radha swami road,Very good house for sale,2 Bds - 2 Ba - 120 ft2,"Ranip, Ahmedabad, Gujarat, India",2022-06-30T06:56:00+0000,"₹ 65,00,000"
Jalaram contruction,4bhk duplex near dmart vasiyar road valsad,4 Bds - 3 Ba - 2100 ft2,"Kolsi Faliya, Valsad, Gujarat, India",2022-07-24T16:20:30+0000,"₹ 55,00,000"
2bhk 3bhk Flats Available Dewas Bypaas A B Road indore,A B Road ki Prime location par apj Abdul Kalam University ke paas Flats Available hai  Jisme aapko  Apartment facilities :- Full Luxury flats 24*7 Light water lift security guard Tample club sweeming pool and sampurn Covered Camus. Amineties-: Apj abdul kalam university  Emrald Height international School Around 2.5 km Dps School Decathlon Sports Club  Best price flip cart  A b road and bypass road indore,2 Bds - 2 Ba - 1164 ft2,"AB Bypass Road, Indore, Madhya Pradesh, India",2022-07-24T16:20:03+0000,"₹ 34,92,000"
Well maintained and well furnished house,"150 Sq yard Ground floor 2 bedrooms, one living room, one drawing room, two bathrooms , one kitchen, parking area. First floor One room with balcony and boundry wall",3 Bds - 2 Ba - 1350 ft2,"Jamalpur, Aligarh, Uttar Pradesh, India",2022-07-24T16:19:38+0000,"₹ 70,00,000"
1200 sqr house in 17 cent,‘Immediate sale,2 Bds - 3 Ba - 1200 ft2,"Mannarkad 2, Mannarkad I, Kerala, India",2022-07-24T16:18:36+0000,"₹ 26,00,000"
1bhk tenament,Tenament  house,1 Bds - 1 Ba - 1000 ft2,"Sayaji Township Road, Vadodara, Gujarat, India",2022-07-24T16:18:12+0000,"₹ 60,00,000"
Hindi aur English,2bhk 3bhk 4bhk falet,3 Bds - 2 Ba - 1300 ft2,"200ft by pass, Jaipur, Rajasthan, India",2022-07-24T16:17:06+0000,"₹ 45,00,000"
Individual house in Choolaimedu - Near Annanedumpathai gillnagar,"Individual house in Choolaimedu - Near Annanedumpathai, gillnagar.  Old building, total land as per document is 2020 sq. ft.  But totally 2150 sq. ft. available as per measurement.  Frontage : 39.5 Length: 55.5 Price: 2.95 crores (Negotiable)   Direct owner sale. Agents, kindly excuse.",,"Choolaimedu Kamaraj Nagar, Chennai, Tamil Nadu, India",2022-07-24T16:16:35+0000,"₹ 2,95,00,000"
Shamshabad - weekend Villa cotteges,Weekend Villa cotteges Super Gated community 58 Acres Rera approved Project Construction Started                  LOCATION:      SHAD NAGAR - BALA NAGAR   Close to Rajiv Gandhi international airport  58 Acres 330 Beautiful Cottage Villas Weekend Villas  Plot size 330 yards - 500 Sft villa Cottage Plot size 330 yards - 500 Sft villa Cottage. 440 yards - 550 sft Villa cittege Plot size 660 yards - 650 Sft villa Cottage Plot size 770 yards - 750 Sft villa Cottage Club House swimming pool Gated amenities,1 Bds - 1 Ba - 660 ft2,"Rajiv Gandhi International Airport, Hyderabad, Telangana, India",2022-07-24T16:16:25+0000,"₹ 44,00,000"
ALUVA VAZHAKULAM 3.800cent 1550sqft,"New beautiful house for sale at 3.800cent 1550sqft 3bedroom with attached bathroom Cupboard work facilities available Good well water  Easy access to bus stop 1km Raja giri hospital, Aluva railway station Price 65lakh Price negotiable Loan facilities available FOR more details call me 9️⃣9️⃣4️⃣6️⃣3️⃣2️⃣2️⃣1️⃣6️⃣7️⃣",3 Bds - 3 Ba - 1550 ft2,"Kakkanad, Kochi, Kerala, India",2022-07-24T16:16:25+0000,"₹ 65,00,000"
4BHK LUXURY INDEPENDENT VILLAS HOUSE PEROORKADA,EXCELLENT BRAND NEW PREMIUM QUALITY LUXURY READY TO OCCUPY BEAUTIFUL 100% INDEPENDENT GATED PROPERTY VILLAS HOUSE AVAILABLE AT PEROORKADA JN  GENUINE BUYERS ONLY PLEASE CALL ME BROKERS PLEASE EXCUSE  FILLY RED BREAK USED CONSTRUCTION WORK  TOTAL 9 BEAUTIFUL INDEPENDENT VILLAS HOUSE PROJECT ONLY 1 BEAUTIFUL 4BHK INDEPENDENT VILLAS HOUSE AVAILABLE  ONLY ONE 4BHK BEAUTIFUL SPACIOUS INDEPENDENT VILLAS HOUSE AVAILABLE  PRICE  4BHK 3100 SQFT AREA 6.640 CENT LAND AREA 4 SPACIOUS CAR PARKING SPACE AVAILABLE PRICE . 19000000 . CRORE AMOUNT. 1.90. CRORE PRICE NEGOTIABLE  VERY SPACIOUS BEDROOMS VERY SPACIOUS BATHROOMS ALL BEDROOMS ATTACHED BATHROOMS VERY SPACIOUS SITOUT VERY SPACIOUS LIVING AREA AND DINING AREA VERY SPACIOUS BEAUTIFUL MODERN MODULAR KITCHEN AND WORK AREA SPACE AVAILABLE VERY SPACIOUS BEAUTIFUL BALCONY VERY SPACIOUS BEAUTIFUL KITCHEN CUPBOARD AND BEDROOMS CUPBOARD VERY SPACIOUS BEAUTIFUL 4 CAR PARKING SPACE AVAILABLE VERY BEAUTIFUL GARDEN AND LANDSCAPING VERY COSTLY VITRIFIED RAK TILE FLOORING VERY COSTLY PLUMBING WORKS AND SANITARY FITTINGS JAGUAR AND RAK FITTINGS VERY COSTLY 3 FACE ELECTRIC WIRING AND 3 FACE ELECTRICITY CONNECTION FACILITY AVAILABLE 24 HOURS ELECTRICITY AND CORPORATION WATER ( KWA ) CONNECTION FACILITY AVAILABLE VERY CLEAN AND SILENT BEAUTIFUL VVIP RESIDENTIAL AREA FULLY COMPOUND WALL AND INDEPENDENT GATED PROPERTY VILLAS HOUSE  VERY NEAR TO MAJOR SCHOOL AND COLLEGE HOSPITAL BANK SUPER MARKET ATM ETC  LORRY ACCESS PLOT TAR ROAD FRONTAGE ORIGINAL DRY LAND KARA BHOOMI  PRICE  4BHK 3100 SQFT AREA 6.640 CENT LAND AREA 4 SPACIOUS CAR PARKING SPACE AVAILABLE AMOUNT.19000000 . CRORE PRICE. 1.90 CRORE PRICE NEGOTIABLE  GENUINE BUYERS ONLY PLEASE CALL ME BROKERS PLEASE EXCUSE,4 Bds - 4 Ba - 3100 ft2,"Kowdiar, Thiruvananthapuram, Kerala, India",2022-07-24T16:16:24+0000,"₹ 1,80,00,000"
"Flat For Sale At Madhyamgram, Near Airport, Kolkata.","BHK – 1,2 BHK 1bhk - 455 sbu - ground floor 2bhk 879 sbu - 1st floor and 3rd floor 888 sbu - 3rd top floor  886 - ground floor (2 units) 892 - 1st floor Total 5 flats on each floor Total 6 flats on ground floor Parking available, G+3 , Total flats 36, Total tower 2, Block A - 15 flats, Block B - 21 flats.",2 Bds - 2 Ba - 892 ft2,"Madhyamgram, Kolkata, West Bengal, India",2022-07-24T16:16:23+0000,"₹ 27,99,996"
KOWDIER PEROORKADA 6BHK 16 CENT 5500 SQFT LUXURY SPACIOUS POSH HOUSE,KOWDIER PEROORKADA 6BHK 16 CENT 5500 SQFT POSH LUXURY PREMIUM QUALITY BEAUTIFUL EXCELLENT SPACIOUS INDEPENDENT GATED PROPERTY HOUSE READY TO OCCUPY 6 TO 10 CAR PARKING SPACE AVAILABLE  VERY GOOD INVESTMENTS ALSO  FULLY RED BREAK USED CONSTRUCTION WORK  FULLY TEAKWOOD WOOD WORKS FINISHING  VERY BEAUTIFUL GARDEN AND LANDSCAPING  GENUINE BUYERS ONLY PLEASE CALL ME BROKERS PLEASE EXCUSE  VERY SPACIOUS 6 BEDROOMS VERY SPACIOUS 8 BATHROOMS ALL BEDROOMS ATTACHED BATHROOMS VERY SPACIOUS LIVING AREA AND DINING AREA VERY SPACIOUS BEAUTIFUL SITOUT VERY SPACIOUS BEAUTIFUL MODERN MODULAR KITCHEN AND WORK AREA SPACE AVAILABLE VERY SPACIOUS BEAUTIFUL 8 TO 10 SPACIOUS CAR PARKING SPACE AVAILABLE VERY COSTLY VITRIFIED RAK TILE FLOORING  VERY SPACIOUS BEAUTIFUL BALCONY  VERY COSTLY PLUMBING WORKS AND SANITARY FITTINGS JAGUAR AND RAK FITTINGS  VERY SPACIOUS BEAUTIFUL KITCHEN CUPBOARD AND BEDROOMS CUPBOARD FULLY TEAK WOOD WOOD WORKS FINISHING  VERY COSTLY 3 FACE ELECTRIC WIRING AND 3 FACE ELECTRICITY CONNECTION FACILITY AVAILABLE 24 HOURS ELECTRICITY AND CORPORATION WATER CONNECTION FACILITY AVAILABLE  VERY BEAUTIFUL OPEN WELL ( WATER ALSO ) AVAILABLE  VERY BEAUTIFUL GARDEN AND LANDSCAPING  FILLY COMPOUND WALL AND INDEPENDENT GATED PROPERTY BEAUTIFUL HOUSE  VERY CLEAN AND SILENT BEAUTIFUL VVIP RESIDENTIAL AREA  VERY NEAR TO MAJOR SCHOOL AND COLLEGE HOSPITAL BANK SUPERMARKET ATM ETC  LORRY ACCESS PLOT TAR ROAD FRONTAGE ORGINAL DRY LAND KARA BHOOMI  AMOUNT. 33000000 .CRORE PRICE. 3.30 CRORE PRICE NEGOTIABLE  BROKERS PLEASE EXCUSE GENUINE BUYERS ONLY PLEASE CALL ME  BROKERS PLEASE EXCUSE,4+ Bds - 4+ Ba - 5500 ft2,"Pattom, Thiruvananthapuram, Kerala, India",2022-07-24T16:16:23+0000,"₹ 3,30,00,000"
"No brokerage, 50% stamp duty, GST 50%","Pinnacolo NX is a project by SKD Realty LLP in Mumbai.  Pinnacolo NX offers some of the most conveniently designed Apartment.  Pinnacolo NX offers some of the most exclusive 1 BHK, 2 BHK Pinnacolo NX is Near Gaurav Residency Phase 2,RBK School Lane, Beverly Park, Mira Road East.  Pinnacolo NX ensures a coveted lifestyle and offers a convenient living. It offers facilities such as Gymnasium. Residents can also enjoy Air Conditioned provisions in the project.",1 Bds - 2 Ba - 715 ft2,"Mira Road East, Mumbai, Maharashtra, India",2022-07-24T16:16:21+0000,"₹ 58,50,000"
2 BHK Flat on 60 ft. Road | 90% Loan Available | Ready to Move,Luxury 2 BHK Flat in Gated Society | DLF Ankur Vihar | 90% Loan Available | Near School | Near Park | 24 Hours Water | Wide Road | Near Metro | Near ISBT,2 Bds - 2 Ba - 700 ft2,"DLF Ankur Vihar, Loni, Uttar Pradesh, India",2022-07-24T16:16:21+0000,"₹ 15,25,000"
"50 cents 10000 sqft Posh Bungalow in Tvm, Kerala,8 bedroom 12 bathroom",Big house in Thiruvananthapuram All facilities available Asking price 20cr negotiable Please call me or what s app me for more details,4+ Bds - 4+ Ba - 10000 ft2,"Sasthamangalam, Thiruvananthapuram, Kerala, India",2022-07-24T16:16:21+0000,"₹ 16,00,00,000"
Budget home vazhayila sixth stone,"പുതുമകൾ നിറഞ്ഞ മനോഹരമായ ഇരുനില വീട് വഴയില ആറാം കല്ല് main road 300meter  3BHK Independent villa for sale. Great Location:Vazhayila sixth stone  All Facilities 2100sqft  3 Bed room  3 Bathroom  Balcony modular Kitchen Dinning Hall Living Room   Kwa Water  Compound wall with gate  semi- Furnished  Smart Home  Major  School, Colleges, Hospital, Govt Offices Etc nearby   75% Loan available",3 Bds - 3 Ba - 0 ft2,"Peroorkada, Thiruvananthapuram, Kerala, India",2022-07-24T16:16:20+0000,"₹ 88,00,000"
New house sale near pothencode,Near pothencode new house sale 6 ceny,3 Bds - 3 Ba - 1600 ft2,"Kazhakoottam, Thiruvananthapuram, Kerala, India",2022-07-24T16:16:19+0000,"₹ 59,00,000"
